SSA REGION   ,DIAG. GROUP,AGE  ,SEX,RECIPIENTS
Philadelphia ,INTELLECT  , <18 ,M  ,      7770
Philadelphia ,INTELLECT  ,18-39,F  ,     28590
Philadelphia ,INTELLECT  ,18-39,M  ,     30985
Philadelphia ,INTELLECT  ,40-64,F  ,     26441
Philadelphia ,INTELLECT  ,40-64,M  ,     23357
Philadelphia ,MENTALOTHER, <18 ,F  ,      1556
Philadelphia ,MENTALOTHER, <18 ,M  ,      2480
Philadelphia ,MENTALOTHER,18-39,F  ,      5708
Philadelphia ,MENTALOTHER,18-39,M  ,      4983
Philadelphia ,MENTALOTHER,40-64,F  ,      9073
Philadelphia ,MENTALOTHER,40-64,M  ,      5051
Philadelphia ,MOOD       , <18 ,F  ,      2153
Philadelphia ,MOOD       , <18 ,M  ,      2984
Philadelphia ,MOOD       ,18-39,F  ,     18189
Philadelphia ,MOOD       ,18-39,M  ,      9730
Philadelphia ,MOOD       ,40-64,F  ,     37361
Philadelphia ,MOOD       ,40-64,M  ,     13636
Philadelphia ,MUSCUL     , <18 ,F  ,       381
Philadelphia ,MUSCUL     , <18 ,M  ,       399
Philadelphia ,MUSCUL     ,18-39,F  ,      2900
Philadelphia ,MUSCUL     ,18-39,M  ,      1657
Philadelphia ,MUSCUL     ,40-64,F  ,     29851
Philadelphia ,MUSCUL     ,40-64,M  ,     17340
Philadelphia ,NEOPLA     , <18 ,F  ,       488
Philadelphia ,NEOPLA     , <18 ,M  ,       624
Philadelphia ,NEOPLA     ,18-39,F  ,       534
Philadelphia ,NEOPLA     ,18-39,M  ,       516
Philadelphia ,NEOPLA     ,40-64,F  ,      2578
Philadelphia ,NEOPLA     ,40-64,M  ,      1805
Philadelphia ,NERVOUS    , <18 ,F  ,      3429
Philadelphia ,NERVOUS    , <18 ,M  ,      4094
Philadelphia ,NERVOUS    ,18-39,F  ,      7566
Philadelphia ,NERVOUS    ,18-39,M  ,      8039
Philadelphia ,NERVOUS    ,40-64,F  ,      9787
Philadelphia ,NERVOUS    ,40-64,M  ,      6685
Philadelphia ,ORGANIC    , <18 ,F  ,      1427
Philadelphia ,ORGANIC    , <18 ,M  ,      3109
Philadelphia ,ORGANIC    ,18-39,F  ,      2868
Philadelphia ,ORGANIC    ,18-39,M  ,      5024
Philadelphia ,ORGANIC    ,40-64,F  ,      4188
Philadelphia ,ORGANIC    ,40-64,M  ,      5314
Philadelphia ,OTHER      , <18 ,F  ,      4276
Philadelphia ,OTHER      , <18 ,M  ,      4640
Philadelphia ,OTHER      ,18-39,F  ,       274
Philadelphia ,OTHER      ,18-39,M  ,       366
Philadelphia ,OTHER      ,40-64,F  ,       347
Philadelphia ,OTHER      ,40-64,M  ,       142
Philadelphia ,RESPIR     , <18 ,F  ,      1252
Philadelphia ,RESPIR     , <18 ,M  ,      2102
Philadelphia ,RESPIR     ,18-39,F  ,       616
Philadelphia ,RESPIR     ,18-39,M  ,       367
Philadelphia ,RESPIR     ,40-64,F  ,      6088
Philadelphia ,RESPIR     ,40-64,M  ,      2893
Philadelphia ,SCHIZO     , <18 ,F  ,       149
Philadelphia ,SCHIZO     , <18 ,M  ,       205
Philadelphia ,SCHIZO     ,18-39,F  ,      3635
Philadelphia ,SCHIZO     ,18-39,M  ,      7307
Philadelphia ,SCHIZO     ,40-64,F  ,     12657
Philadelphia ,SCHIZO     ,40-64,M  ,     14729
Philadelphia ,SKIN       , <18 ,F  ,        59
Philadelphia ,SKIN       , <18 ,M  ,        85
Philadelphia ,SKIN       ,18-39,F  ,       140
Philadelphia ,SKIN       ,18-39,M  ,        85
Philadelphia ,SKIN       ,40-64,F  ,       314
Philadelphia ,SKIN       ,40-64,M  ,       188
Philadelphia ,UNKNOWN    , <18 ,F  ,      1046
Philadelphia ,UNKNOWN    , <18 ,M  ,      1588
Philadelphia ,UNKNOWN    ,18-39,F  ,      1448
Philadelphia ,UNKNOWN    ,18-39,M  ,      1321
Philadelphia ,UNKNOWN    ,40-64,F  ,      9214
Philadelphia ,UNKNOWN    ,40-64,M  ,      6520
San Francisco,AUTISTIC   , <18 ,F  ,      3046
San Francisco,AUTISTIC   , <18 ,M  ,     13149
San Francisco,AUTISTIC   ,18-39,F  ,      1497
San Francisco,AUTISTIC   ,18-39,M  ,      6408
San Francisco,AUTISTIC   ,40-64,F  ,       124
San Francisco,AUTISTIC   ,40-64,M  ,       333
San Francisco,BLOOD      , <18 ,F  ,       415
San Francisco,BLOOD      , <18 ,M  ,       568
San Francisco,BLOOD      ,18-39,F  ,       533
San Francisco,BLOOD      ,18-39,M  ,       512
San Francisco,BLOOD      ,40-64,F  ,       570
San Francisco,BLOOD      ,40-64,M  ,       284
San Francisco,CHILDHOOD  , <18 ,F  ,      3263
San Francisco,CHILDHOOD  , <18 ,M  ,     13376
San Francisco,CHILDHOOD  ,18-39,F  ,       786
San Francisco,CHILDHOOD  ,18-39,M  ,      2959
San Francisco,CHILDHOOD  ,40-64,F  ,       103
San Francisco,CHILDHOOD  ,40-64,M  ,       117
San Francisco,CIRCUL     , <18 ,F  ,       301
San Francisco,CIRCUL     , <18 ,M  ,       407
San Francisco,CIRCUL     ,18-39,F  ,       959
San Francisco,CIRCUL     ,18-39,M  ,      1045
San Francisco,CIRCUL     ,40-64,F  ,     11634
San Francisco,CIRCUL     ,40-64,M  ,     14209
San Francisco,CONGEN     , <18 ,F  ,      5716
San Francisco,CONGEN     , <18 ,M  ,      6781
San Francisco,CONGEN     ,18-39,F  ,      2348
San Francisco,CONGEN     ,18-39,M  ,      2617
San Francisco,CONGEN     ,40-64,F  ,       550
San Francisco,CONGEN     ,40-64,M  ,       448
San Francisco,DEVELOP    , <18 ,F  ,      7338
San Francisco,DEVELOP    , <18 ,M  ,     16242
San Francisco,DEVELOP    ,18-39,F  ,      1435
San Francisco,DEVELOP    ,18-39,M  ,      2408
San Francisco,DEVELOP    ,40-64,F  ,       273
San Francisco,DEVELOP    ,40-64,M  ,       284
San Francisco,DIGEST     , <18 ,F  ,       824
San Francisco,DIGEST     , <18 ,M  ,       942
San Francisco,DIGEST     ,18-39,F  ,       439
San Francisco,DIGEST     ,18-39,M  ,       425
San Francisco,DIGEST     ,40-64,F  ,      3334
San Francisco,DIGEST     ,40-64,M  ,      3668
San Francisco,ENDOCR     , <18 ,F  ,       408
San Francisco,ENDOCR     , <18 ,M  ,       436
San Francisco,ENDOCR     ,18-39,F  ,       832
San Francisco,ENDOCR     ,18-39,M  ,       762
San Francisco,ENDOCR     ,40-64,F  ,     10609
San Francisco,ENDOCR     ,40-64,M  ,      5372
San Francisco,GENITO     , <18 ,F  ,       199
San Francisco,GENITO     , <18 ,M  ,       264
San Francisco,GENITO     ,18-39,F  ,      1149
San Francisco,GENITO     ,18-39,M  ,      1177
San Francisco,GENITO     ,40-64,F  ,      3192
San Francisco,GENITO     ,40-64,M  ,      3366
San Francisco,INFECT     , <18 ,F  ,        67
San Francisco,INFECT     , <18 ,M  ,        76
San Francisco,INFECT     ,18-39,F  ,       438
San Francisco,INFECT     ,18-39,M  ,       852
San Francisco,INFECT     ,40-64,F  ,      2763
San Francisco,INFECT     ,40-64,M  ,      6292
San Francisco,INJURY     , <18 ,F  ,       400
San Francisco,INJURY     , <18 ,M  ,       521
San Francisco,INJURY     ,18-39,F  ,      1538
San Francisco,INJURY     ,18-39,M  ,      3948
San Francisco,INJURY     ,40-64,F  ,      6202
San Francisco,INJURY     ,40-64,M  ,      9801
San Francisco,INTELLECT  , <18 ,F  ,      6989
San Francisco,INTELLECT  , <18 ,M  ,     11616
San Francisco,INTELLECT  ,18-39,F  ,     30056
San Francisco,INTELLECT  ,18-39,M  ,     34035
San Francisco,INTELLECT  ,40-64,F  ,     20178
San Francisco,INTELLECT  ,40-64,M  ,     19272
San Francisco,MENTALOTHER, <18 ,F  ,      1204
San Francisco,MENTALOTHER, <18 ,M  ,      2298
San Francisco,MENTALOTHER,18-39,F  ,      5697
San Francisco,MENTALOTHER,18-39,M  ,      5780
San Francisco,MENTALOTHER,40-64,F  ,     12972
San Francisco,MENTALOTHER,40-64,M  ,      8113
San Francisco,MOOD       , <18 ,F  ,      1211
San Francisco,MOOD       , <18 ,M  ,      2225
San Francisco,MOOD       ,18-39,F  ,     19084
San Francisco,MOOD       ,18-39,M  ,     13096
San Francisco,MOOD       ,40-64,F  ,     68666
San Francisco,MOOD       ,40-64,M  ,     29792
San Francisco,MUSCUL     , <18 ,F  ,       585
San Francisco,MUSCUL     , <18 ,M  ,       531
San Francisco,MUSCUL     ,18-39,F  ,      3513
San Francisco,MUSCUL     ,18-39,M  ,      2133
San Francisco,MUSCUL     ,40-64,F  ,     52621
San Francisco,MUSCUL     ,40-64,M  ,     33601
San Francisco,NEOPLA     , <18 ,F  ,      1165
San Francisco,NEOPLA     , <18 ,M  ,      1423
San Francisco,NEOPLA     ,18-39,F  ,       897
San Francisco,NEOPLA     ,18-39,M  ,       965
San Francisco,NEOPLA     ,40-64,F  ,      4640
San Francisco,NEOPLA     ,40-64,M  ,      2956
San Francisco,NERVOUS    , <18 ,F  ,      6409
San Francisco,NERVOUS    , <18 ,M  ,      8106
San Francisco,NERVOUS    ,18-39,F  ,     12776
San Francisco,NERVOUS    ,18-39,M  ,     14199
San Francisco,NERVOUS    ,40-64,F  ,     18715
San Francisco,NERVOUS    ,40-64,M  ,     15793
San Francisco,ORGANIC    , <18 ,F  ,      1407
San Francisco,ORGANIC    , <18 ,M  ,      2721
San Francisco,ORGANIC    ,18-39,F  ,      4511
San Francisco,ORGANIC    ,18-39,M  ,      8253
San Francisco,ORGANIC    ,40-64,F  ,      9228
San Francisco,ORGANIC    ,40-64,M  ,     12728
San Francisco,OTHER      , <18 ,F  ,      5353
San Francisco,OTHER      , <18 ,M  ,      7202
San Francisco,OTHER      ,18-39,F  ,       599
San Francisco,OTHER      ,18-39,M  ,       733
San Francisco,OTHER      ,40-64,F  ,       411
San Francisco,OTHER      ,40-64,M  ,       307
San Francisco,RESPIR     , <18 ,F  ,      1212
San Francisco,RESPIR     , <18 ,M  ,      2116
San Francisco,RESPIR     ,18-39,F  ,       554
San Francisco,RESPIR     ,18-39,M  ,       408
San Francisco,RESPIR     ,40-64,F  ,      5497
San Francisco,RESPIR     ,40-64,M  ,      3251
San Francisco,SCHIZO     , <18 ,F  ,       207
San Francisco,SCHIZO     , <18 ,M  ,       351
San Francisco,SCHIZO     ,18-39,F  ,      8238
San Francisco,SCHIZO     ,18-39,M  ,     20431
San Francisco,SCHIZO     ,40-64,F  ,     26076
San Francisco,SCHIZO     ,40-64,M  ,     38054
San Francisco,SKIN       , <18 ,F  ,       115
San Francisco,SKIN       , <18 ,M  ,       115
San Francisco,SKIN       ,18-39,F  ,       155
San Francisco,SKIN       ,18-39,M  ,       106
San Francisco,SKIN       ,40-64,F  ,       456
San Francisco,SKIN       ,40-64,M  ,       339
San Francisco,UNKNOWN    , <18 ,F  ,       850
San Francisco,UNKNOWN    , <18 ,M  ,      1347
San Francisco,UNKNOWN    ,18-39,F  ,      1206
San Francisco,UNKNOWN    ,18-39,M  ,      1331
San Francisco,UNKNOWN    ,40-64,F  ,     12782
San Francisco,UNKNOWN    ,40-64,M  ,     10369
Seattle      ,AUTISTIC   , <18 ,F  ,       822
Seattle      ,AUTISTIC   , <18 ,M  ,      3619
Seattle      ,AUTISTIC   ,18-39,F  ,       659
Seattle      ,AUTISTIC   ,18-39,M  ,      2753
Seattle      ,AUTISTIC   ,40-64,F  ,        46
Seattle      ,AUTISTIC   ,40-64,M  ,        93
Seattle      ,BLOOD      , <18 ,F  ,        51
Seattle      ,BLOOD      , <18 ,M  ,        82
Seattle      ,BLOOD      ,18-39,F  ,        54
Seattle      ,BLOOD      ,18-39,M  ,        93
Seattle      ,BLOOD      ,40-64,F  ,       101
Seattle      ,BLOOD      ,40-64,M  ,        55
Seattle      ,CHILDHOOD  , <18 ,F  ,      1014
Seattle      ,CHILDHOOD  , <18 ,M  ,      3932
Seattle      ,CHILDHOOD  ,18-39,F  ,       337
Seattle      ,CHILDHOOD  ,18-39,M  ,      1142
Seattle      ,CHILDHOOD  ,40-64,F  ,        69
Seattle      ,CHILDHOOD  ,40-64,M  ,        64
Seattle      ,CIRCUL     , <18 ,F  ,        81
Seattle      ,CIRCUL     , <18 ,M  ,       112
Seattle      ,CIRCUL     ,18-39,F  ,       218
Seattle      ,CIRCUL     ,18-39,M  ,       219
Seattle      ,CIRCUL     ,40-64,F  ,      1988
Seattle      ,CIRCUL     ,40-64,M  ,      2284
Seattle      ,CONGEN     , <18 ,F  ,      1026
Seattle      ,CONGEN     , <18 ,M  ,      1204
Seattle      ,CONGEN     ,18-39,F  ,       579
Seattle      ,CONGEN     ,18-39,M  ,       628
Seattle      ,CONGEN     ,40-64,F  ,       106
Seattle      ,CONGEN     ,40-64,M  ,        80
Seattle      ,DEVELOP    , <18 ,F  ,      1405
Seattle      ,DEVELOP    , <18 ,M  ,      3055
Seattle      ,DEVELOP    ,18-39,F  ,       230
Seattle      ,DEVELOP    ,18-39,M  ,       333
Seattle      ,DEVELOP    ,40-64,F  ,        48
Seattle      ,DEVELOP    ,40-64,M  ,        51
Seattle      ,DIGEST     , <18 ,F  ,       208
Seattle      ,DIGEST     , <18 ,M  ,       286
Seattle      ,DIGEST     ,18-39,F  ,       166
Seattle      ,DIGEST     ,18-39,M  ,       126
Seattle      ,DIGEST     ,40-64,F  ,       983
Seattle      ,DIGEST     ,40-64,M  ,       798
Seattle      ,ENDOCR     , <18 ,F  ,       124
Seattle      ,ENDOCR     , <18 ,M  ,       124
Seattle      ,ENDOCR     ,18-39,F  ,       376
Seattle      ,ENDOCR     ,18-39,M  ,       257
Seattle      ,ENDOCR     ,40-64,F  ,      2607
Seattle      ,ENDOCR     ,40-64,M  ,       955
Seattle      ,GENITO     , <18 ,F  ,        39
Seattle      ,GENITO     , <18 ,M  ,        51
Seattle      ,GENITO     ,18-39,F  ,       193
Seattle      ,GENITO     ,18-39,M  ,       199
Seattle      ,GENITO     ,40-64,F  ,       378
Seattle      ,GENITO     ,40-64,M  ,       347
Seattle      ,INFECT     , <18 ,F  ,        16
Seattle      ,INFECT     , <18 ,M  ,        22
Seattle      ,INFECT     ,18-39,F  ,        85
Seattle      ,INFECT     ,18-39,M  ,       118
Seattle      ,INFECT     ,40-64,F  ,       386
Seattle      ,INFECT     ,40-64,M  ,       623
Seattle      ,INJURY     , <18 ,F  ,       101
Seattle      ,INJURY     , <18 ,M  ,       134
Seattle      ,INJURY     ,18-39,F  ,       419
Seattle      ,INJURY     ,18-39,M  ,       721
Seattle      ,INJURY     ,40-64,F  ,      1299
Seattle      ,INJURY     ,40-64,M  ,      1702
Seattle      ,INTELLECT  , <18 ,F  ,      1256
Seattle      ,INTELLECT  , <18 ,M  ,      1911
Seattle      ,INTELLECT  ,18-39,F  ,      8280
Seattle      ,INTELLECT  ,18-39,M  ,      8423
Seattle      ,INTELLECT  ,40-64,F  ,      5431
Seattle      ,INTELLECT  ,40-64,M  ,      4174
Seattle      ,MENTALOTHER, <18 ,F  ,       464
Seattle      ,MENTALOTHER, <18 ,M  ,       861
Seattle      ,MENTALOTHER,18-39,F  ,      4020
Seattle      ,MENTALOTHER,18-39,M  ,      3079
Seattle      ,MENTALOTHER,40-64,F  ,      7085
Seattle      ,MENTALOTHER,40-64,M  ,      3535
Seattle      ,MOOD       , <18 ,F  ,       371
Seattle      ,MOOD       , <18 ,M  ,       616
Seattle      ,MOOD       ,18-39,F  ,      5102
Seattle      ,MOOD       ,18-39,M  ,      3008
Seattle      ,MOOD       ,40-64,F  ,     14008
Seattle      ,MOOD       ,40-64,M  ,      5226
Seattle      ,MUSCUL     , <18 ,F  ,       163
Seattle      ,MUSCUL     , <18 ,M  ,       164
Seattle      ,MUSCUL     ,18-39,F  ,       976
Seattle      ,MUSCUL     ,18-39,M  ,       576
Seattle      ,MUSCUL     ,40-64,F  ,     12098
Seattle      ,MUSCUL     ,40-64,M  ,      8152
Seattle      ,NEOPLA     , <18 ,F  ,       229
Seattle      ,NEOPLA     , <18 ,M  ,       267
Seattle      ,NEOPLA     ,18-39,F  ,       213
Seattle      ,NEOPLA     ,18-39,M  ,       221
Seattle      ,NEOPLA     ,40-64,F  ,       868
Seattle      ,NEOPLA     ,40-64,M  ,       633
Seattle      ,NERVOUS    , <18 ,F  ,      1522
Seattle      ,NERVOUS    , <18 ,M  ,      1905
Seattle      ,NERVOUS    ,18-39,F  ,      3157
Seattle      ,NERVOUS    ,18-39,M  ,      3341
Seattle      ,NERVOUS    ,40-64,F  ,      4073
Seattle      ,NERVOUS    ,40-64,M  ,      2643
Seattle      ,ORGANIC    , <18 ,F  ,       535
Seattle      ,ORGANIC    , <18 ,M  ,      1070
Seattle      ,ORGANIC    ,18-39,F  ,      1495
Seattle      ,ORGANIC    ,18-39,M  ,      2486
Seattle      ,ORGANIC    ,40-64,F  ,      2437
Seattle      ,ORGANIC    ,40-64,M  ,      2787
Seattle      ,OTHER      , <18 ,F  ,      1590
Seattle      ,OTHER      , <18 ,M  ,      1943
Seattle      ,OTHER      ,18-39,F  ,       141
Seattle      ,OTHER      ,18-39,M  ,       183
Seattle      ,OTHER      ,40-64,F  ,        80
Seattle      ,OTHER      ,40-64,M  ,        68
Seattle      ,RESPIR     , <18 ,F  ,       160
Seattle      ,RESPIR     , <18 ,M  ,       304
Seattle      ,RESPIR     ,18-39,F  ,       111
Seattle      ,RESPIR     ,18-39,M  ,        78
Seattle      ,RESPIR     ,40-64,F  ,      1584
Seattle      ,RESPIR     ,40-64,M  ,      1036
Seattle      ,SCHIZO     , <18 ,F  ,        25
Seattle      ,SCHIZO     , <18 ,M  ,        58
Seattle      ,SCHIZO     ,18-39,F  ,      1392
Seattle      ,SCHIZO     ,18-39,M  ,      3819
Seattle      ,SCHIZO     ,40-64,F  ,      4115
Seattle      ,SCHIZO     ,40-64,M  ,      5603
Seattle      ,SKIN       , <18 ,F  ,        28
Seattle      ,SKIN       , <18 ,M  ,        28
Seattle      ,SKIN       ,18-39,F  ,        36
Seattle      ,SKIN       ,18-39,M  ,        34
Seattle      ,SKIN       ,40-64,F  ,       131
Seattle      ,SKIN       ,40-64,M  ,        92
Seattle      ,UNKNOWN    , <18 ,F  ,       338
Seattle      ,UNKNOWN    , <18 ,M  ,       422
Seattle      ,UNKNOWN    ,18-39,F  ,       351
Seattle      ,UNKNOWN    ,18-39,M  ,       339
Seattle      ,UNKNOWN    ,40-64,F  ,      2293
Seattle      ,UNKNOWN    ,40-64,M  ,      1533
